timestamp,interval(s),volt_0,volt_1
2020-06-08 10:42:11.068432,0.1092,0.0117,0.0
2020-06-08 10:42:11.162032,0.2028,0.0117,0.0
2020-06-08 10:42:11.271232,0.312,0.0127,0.0
2020-06-08 10:42:11.364832,0.4056,0.0117,0.0
2020-06-08 10:42:11.474032,0.5148,0.0127,0.0
2020-06-08 10:42:11.567632,0.6084,0.0108,0.0
2020-06-08 10:42:11.661232,0.702,0.0117,0.0
2020-06-08 10:42:11.770432,0.8112,0.0127,0.0
2020-06-08 10:42:11.864032,0.9048,0.0117,0.0
2020-06-08 10:42:11.973232,1.014,0.0117,0.0
2020-06-08 10:42:12.066832,1.1076,0.0117,0.0
2020-06-08 10:42:12.160432,1.2012,0.0108,0.0
2020-06-08 10:42:12.269632,1.3104,0.0117,0.0
2020-06-08 10:42:12.363232,1.404,0.0117,0.0
2020-06-08 10:42:12.472432,1.5132,0.0117,0.0
2020-06-08 10:42:12.566032,1.6068,0.0127,0.0
2020-06-08 10:42:12.675232,1.716,0.0127,0.0
2020-06-08 10:42:12.768832,1.8096,0.0117,0.0
2020-06-08 10:42:12.862432,1.9032,0.0117,0.0
2020-06-08 10:42:12.971632,2.0124,0.0117,0.0
2020-06-08 10:42:13.065232,2.106,0.0117,0.0
2020-06-08 10:42:13.174432,2.2152,0.0127,0.0
2020-06-08 10:42:13.268032,2.3088,0.0127,0.0
2020-06-08 10:42:13.361632,2.4024,0.0127,0.0
2020-06-08 10:42:13.470832,2.5116,0.0127,0.0
2020-06-08 10:42:13.564432,2.6052,0.0127,0.0
2020-06-08 10:42:13.673632,2.7144,0.0117,0.0
2020-06-08 10:42:13.767232,2.808,0.0117,0.0
2020-06-08 10:42:13.860832,2.9016,0.0127,0.0
2020-06-08 10:42:13.970032,3.0108,0.0117,0.0
2020-06-08 10:42:14.063632,3.1044,0.0117,0.0
2020-06-08 10:42:14.172832,3.2136,0.0127,0.0
2020-06-08 10:42:14.266432,3.3072,0.0137,0.0
2020-06-08 10:42:14.360032,3.4008,0.0127,0.0
2020-06-08 10:42:14.469232,3.51,0.0117,0.0
2020-06-08 10:42:14.562832,3.6036,0.0117,0.0
2020-06-08 10:42:14.672032,3.7128,0.0117,0.0
2020-06-08 10:42:14.765632,3.8064,0.0127,0.0
2020-06-08 10:42:14.874832,3.9156,0.0,0.0
2020-06-08 10:42:14.968432,4.0092,0.0,0.0
