timestamp,interval(s),volt_0,volt_1,volt_2,volt_3
2020-05-26 13:30:41.119484,0.0624,0.2561,0.3587,0.4643,0.4223
2020-05-26 13:30:41.166284,0.1092,0.2532,0.349,0.4575,0.4213
2020-05-26 13:30:41.213084,0.156,0.2532,0.349,0.4575,0.4213
2020-05-26 13:30:41.259884,0.2028,0.2424,0.3421,0.4565,0.4145
2020-05-26 13:30:41.322284,0.2652,0.0381,0.2522,0.4448,0.3763
2020-05-26 13:30:41.369084,0.312,0.0381,0.2522,0.4448,0.3763
2020-05-26 13:30:41.415884,0.3588,0.1202,0.2835,0.4565,0.3685
2020-05-26 13:30:41.462684,0.4056,0.3539,0.4506,0.5064,0.4242
2020-05-26 13:30:41.509484,0.4524,0.3881,0.4682,0.5103,0.4301
2020-05-26 13:30:41.571884,0.5148,0.4272,0.48,0.5073,0.4233
2020-05-26 13:30:41.618684,0.5616,0.3441,0.4428,0.5093,0.435
2020-05-26 13:30:41.665484,0.6084,0.3226,0.4448,0.5093,0.435
2020-05-26 13:30:41.712284,0.6552,0.2786,0.4545,0.5249,0.4536
2020-05-26 13:30:41.759084,0.702,0.2268,0.4164,0.5415,0.4936
2020-05-26 13:30:41.821484,0.7644,0.218,0.3988,0.5415,0.4936
2020-05-26 13:30:41.868284,0.8112,0.2229,0.3959,0.523,0.4839
2020-05-26 13:30:41.915084,0.858,0.2571,0.3851,0.4839,0.4448
2020-05-26 13:30:41.961884,0.9048,0.262,0.3754,0.4702,0.434
2020-05-26 13:30:42.008684,0.9516,0.2649,0.3724,0.4682,0.434
2020-05-26 13:30:42.071084,1.014,0.2581,0.3363,0.4389,0.3441
2020-05-26 13:30:42.117884,1.0608,0.2649,0.3431,0.4409,0.3451
2020-05-26 13:30:42.164684,1.1076,0.2698,0.3451,0.4409,0.3451
2020-05-26 13:30:42.211484,1.1544,0.2727,0.3441,0.4457,0.346
2020-05-26 13:30:42.258284,1.2012,0.3069,0.4086,0.477,0.4066
2020-05-26 13:30:42.320684,1.2636,0.3099,0.4106,0.4878,0.4223
2020-05-26 13:30:42.367484,1.3104,0.3324,0.4203,0.4946,0.433
2020-05-26 13:30:42.414284,1.3572,0.3118,0.4585,0.5142,0.4467
2020-05-26 13:30:42.461084,1.404,0.3245,0.4653,0.5181,0.4516
2020-05-26 13:30:42.507884,1.4508,0.3402,0.4653,0.5181,0.4516
2020-05-26 13:30:42.570284,1.5132,0.3636,0.4819,0.5298,0.4575
2020-05-26 13:30:42.617084,1.56,0.2698,0.3607,0.4614,0.4184
2020-05-26 13:30:42.663884,1.6068,0.2698,0.3607,0.4614,0.4184
2020-05-26 13:30:42.710684,1.6536,0.2747,0.3646,0.4594,0.4135
2020-05-26 13:30:42.773084,1.716,0.1818,0.3148,0.4575,0.4018
2020-05-26 13:30:42.819884,1.7628,0.1486,0.3118,0.4585,0.3998
2020-05-26 13:30:42.866684,1.8096,0.1398,0.3118,0.4585,0.3998
2020-05-26 13:30:42.913484,1.8564,0.1417,0.3177,0.4585,0.3891
2020-05-26 13:30:42.960284,1.9032,0.1339,0.3216,0.4428,0.3607
2020-05-26 13:30:43.022684,1.9656,0.1398,0.3157,0.4418,0.3675
2020-05-26 13:30:43.069484,2.0124,0.1398,0.3206,0.4418,0.3783
2020-05-26 13:30:43.116284,2.0592,0.2424,0.4037,0.4946,0.4477
2020-05-26 13:30:43.163084,2.106,0.2326,0.4096,0.4946,0.4477
2020-05-26 13:30:43.209884,2.1528,0.2434,0.4194,0.5024,0.4467
2020-05-26 13:30:43.272284,2.2152,0.2747,0.4477,0.523,0.4565
2020-05-26 13:30:43.319084,2.262,0.2493,0.4477,0.523,0.4565
2020-05-26 13:30:43.365884,2.3088,0.2151,0.3597,0.5191,0.4575
2020-05-26 13:30:43.412684,2.3556,0.1574,0.3089,0.4448,0.4115
2020-05-26 13:30:43.459484,2.4024,0.1623,0.3167,0.4448,0.4115
2020-05-26 13:30:43.521884,2.4648,0.1828,0.3226,0.4448,0.4106
2020-05-26 13:30:43.568684,2.5116,0.1476,0.3245,0.4516,0.4164
2020-05-26 13:30:43.615484,2.5584,0.0362,0.262,0.4692,0.4282
2020-05-26 13:30:43.662284,2.6052,0.0352,0.262,0.4692,0.4282
2020-05-26 13:30:43.709084,2.652,0.0352,0.2532,0.4712,0.4242
2020-05-26 13:30:43.771484,2.7144,0.2532,0.3529,0.4682,0.3568
2020-05-26 13:30:43.818284,2.7612,0.2776,0.3754,0.4673,0.4018
2020-05-26 13:30:43.865084,2.808,0.2972,0.3754,0.4673,0.4018
2020-05-26 13:30:43.911884,2.8548,0.2972,0.3861,0.4682,0.4018
2020-05-26 13:30:43.958684,2.9016,0.3118,0.4125,0.48,0.4223
2020-05-26 13:30:44.021084,2.964,0.3206,0.4692,0.5327,0.4624
2020-05-26 13:30:44.067884,3.0108,0.3226,0.4692,0.5327,0.4624
2020-05-26 13:30:44.114684,3.0576,0.3226,0.4692,0.5279,0.4585
