timestamp,interval(s),volt_0,volt_1,volt_2,volt_3,volt_4,volt_5,volt_6,volt_7,volt_8,volt_9,volt_10,volt_11,volt_12,volt_13,volt_14,volt_15
2020-06-11 12:01:02.186865,0.034,0.0117,0.0,0.0,0.0,0.0,0.0,0.0,0.0098,0.0225,0.0,0.0137,0.0352,0.0919,0.1535,0.1828,0.1427
2020-06-11 12:01:02.219865,0.067,0.0147,0.0,0.0,0.0,0.0,0.0,0.0,0.0098,0.0156,0.0,0.0147,0.0342,0.0606,0.0958,0.1202,0.0899
2020-06-11 12:01:02.252865,0.1,0.0127,0.0,0.0,0.0,0.0,0.0,0.0,0.0098,0.0108,0.0,0.0147,0.0352,0.0538,0.0792,0.0948,0.0694
2020-06-11 12:01:02.286865,0.134,0.0127,0.0,0.0,0.0,0.0,0.0,0.0,0.0088,0.0108,0.0,0.0137,0.0342,0.0547,0.0792,0.0919,0.0684
2020-06-11 12:01:02.319865,0.167,0.0137,0.0,0.0,0.0,0.0,0.0,0.0,0.0098,0.0108,0.0,0.0156,0.0352,0.0567,0.0821,0.0948,0.0714
2020-06-11 12:01:02.352865,0.2,0.0127,0.0,0.0,0.0,0.0,0.0,0.0,0.0088,0.0117,0.0,0.0156,0.0352,0.0557,0.0811,0.0938,0.0684
2020-06-11 12:01:02.386865,0.234,0.0127,0.0,0.0,0.0,0.0,0.0,0.0,0.0098,0.0098,0.0,0.0137,0.0342,0.0528,0.0762,0.088,0.0626
2020-06-11 12:01:02.419865,0.267,0.0127,0.0,0.0,0.0,0.0,0.0,0.0,0.0098,0.0098,0.0,0.0147,0.0342,0.0538,0.0772,0.089,0.0655
2020-06-11 12:01:02.452865,0.3,0.0127,0.0,0.0,0.0,0.0,0.0,0.0,0.0108,0.0108,0.0,0.0147,0.0342,0.0557,0.0802,0.0929,0.0694
2020-06-11 12:01:02.486865,0.334,0.0117,0.0,0.0,0.0,0.0,0.0,0.0,0.0098,0.0108,0.0,0.0147,0.0342,0.0557,0.0811,0.0929,0.0684
2020-06-11 12:01:02.519865,0.367,0.0127,0.0,0.0,0.0,0.0,0.0,0.0,0.0098,0.0098,0.0,0.0137,0.0342,0.0528,0.0753,0.087,0.0626
2020-06-11 12:01:02.552865,0.4,0.0127,0.0,0.0,0.0,0.0,0.0,0.0,0.0098,0.0098,0.0,0.0147,0.0352,0.0528,0.0762,0.088,0.0645
2020-06-11 12:01:02.586865,0.434,0.0108,0.0,0.0,0.0,0.0,0.0,0.0,0.0098,0.0108,0.0,0.0147,0.0342,0.0547,0.0792,0.0919,0.0684
2020-06-11 12:01:02.619865,0.467,0.0137,0.0,0.0,0.0,0.0,0.0,0.0,0.0098,0.0108,0.0,0.0137,0.0352,0.0547,0.0792,0.0919,0.0674
2020-06-11 12:01:02.652865,0.5,0.0117,0.0,0.0,0.0,0.0,0.0,0.0,0.0098,0.0098,0.0,0.0137,0.0352,0.0518,0.0743,0.086,0.0616
2020-06-11 12:01:02.686865,0.534,0.0127,0.0,0.0,0.0,0.0,0.0,0.0,0.0098,0.0098,0.0,0.0137,0.0352,0.0528,0.0753,0.087,0.0645
2020-06-11 12:01:02.719865,0.567,0.0127,0.0,0.0,0.0,0.0,0.0,0.0,0.0098,0.0098,0.0,0.0147,0.0342,0.0547,0.0792,0.0909,0.0674
2020-06-11 12:01:02.752865,0.6,0.0127,0.0,0.0,0.0,0.0,0.0,0.0,0.0098,0.0108,0.0,0.0137,0.0342,0.0547,0.0792,0.0919,0.0674
2020-06-11 12:01:02.786865,0.634,0.0137,0.0,0.0,0.0,0.0,0.0,0.0,0.0098,0.0098,0.0,0.0137,0.0342,0.0518,0.0743,0.085,0.0616
2020-06-11 12:01:02.819865,0.667,0.0127,0.0,0.0,0.0,0.0,0.0,0.0,0.0098,0.0098,0.0,0.0137,0.0342,0.0528,0.0762,0.087,0.0645
2020-06-11 12:01:02.852865,0.7,0.0127,0.0,0.0,0.0,0.0,0.0,0.0,0.0098,0.0108,0.0,0.0137,0.0352,0.0538,0.0792,0.0909,0.0674
2020-06-11 12:01:02.886865,0.734,0.0127,0.0,0.0,0.0,0.0,0.0,0.0,0.0098,0.0108,0.0,0.0156,0.0342,0.0547,0.0792,0.0909,0.0665
2020-06-11 12:01:02.919865,0.767,0.0127,0.0,0.0,0.0,0.0,0.0,0.0,0.0098,0.0098,0.0,0.0137,0.0342,0.0518,0.0743,0.085,0.0606
2020-06-11 12:01:02.952865,0.8,0.0127,0.0,0.0,0.0,0.0,0.0,0.0,0.0098,0.0098,0.0,0.0137,0.0342,0.0528,0.0762,0.087,0.0635
2020-06-11 12:01:02.986865,0.834,0.0108,0.0,0.0,0.0,0.0,0.0,0.0,0.0098,0.0098,0.0,0.0147,0.0352,0.0528,0.0772,0.089,0.0655
2020-06-11 12:01:03.019865,0.867,0.0127,0.0,0.0,0.0,0.0,0.0,0.0,0.0088,0.0108,0.0,0.0137,0.0352,0.0547,0.0792,0.0919,0.0665
2020-06-11 12:01:03.052865,0.9,0.0127,0.0,0.0,0.0,0.0,0.0,0.0,0.0098,0.0098,0.0,0.0137,0.0352,0.0518,0.0743,0.085,0.0616
2020-06-11 12:01:03.086865,0.934,0.0127,0.0,0.0,0.0,0.0,0.0,0.0,0.0098,0.0098,0.0,0.0137,0.0342,0.0528,0.0762,0.087,0.0645
2020-06-11 12:01:03.119865,0.967,0.0127,0.0,0.0,0.0,0.0,0.0,0.0,0.0078,0.0098,0.0,0.0147,0.0352,0.0528,0.0772,0.089,0.0655
2020-06-11 12:01:03.152865,1.0,0.0127,0.0,0.0,0.0,0.0,0.0,0.0,0.0088,0.0108,0.0,0.0137,0.0342,0.0538,0.0782,0.0909,0.0674
2020-06-11 12:01:03.186865,1.034,0.0127,0.0,0.0,0.0,0.0,0.0,0.0,0.0098,0.0098,0.0,0.0137,0.0342,0.0508,0.0733,0.0841,0.0606
2020-06-11 12:01:03.219865,1.067,0.0127,0.0,0.0,0.0,0.0,0.0,0.0,0.0098,0.0098,0.0,0.0137,0.0342,0.0528,0.0753,0.087,0.0635
2020-06-11 12:01:03.252865,1.1,0.0127,0.0,0.0,0.0,0.0,0.0,0.0,0.0098,0.0098,0.0,0.0147,0.0342,0.0528,0.0762,0.088,0.0655
2020-06-11 12:01:03.286865,1.134,0.0127,0.0,0.0,0.0,0.0,0.0,0.0,0.0108,0.0108,0.0,0.0156,0.0352,0.0528,0.0772,0.0899,0.0665
2020-06-11 12:01:03.319865,1.167,0.0117,0.0,0.0,0.0,0.0,0.0,0.0,0.0108,0.0088,0.0,0.0147,0.0352,0.0518,0.0733,0.0841,0.0596
2020-06-11 12:01:03.352865,1.2,0.0127,0.0,0.0,0.0,0.0,0.0,0.0,0.0098,0.0098,0.0,0.0137,0.0352,0.0528,0.0753,0.086,0.0635
2020-06-11 12:01:03.386865,1.234,0.0117,0.0,0.0,0.0,0.0,0.0,0.0,0.0098,0.0098,0.0,0.0147,0.0352,0.0528,0.0762,0.088,0.0655
2020-06-11 12:01:03.419865,1.267,0.0137,0.0,0.0,0.0,0.0,0.0,0.0,0.0098,0.0098,0.0,0.0137,0.0352,0.0528,0.0772,0.0899,0.0674
2020-06-11 12:01:03.452865,1.3,0.0127,0.0,0.0,0.0,0.0,0.0,0.0,0.0098,0.0098,0.0,0.0147,0.0352,0.0518,0.0733,0.0841,0.0596
2020-06-11 12:01:03.486865,1.334,0.0117,0.0,0.0,0.0,0.0,0.0,0.0,0.0098,0.0088,0.0,0.0147,0.0352,0.0508,0.0733,0.085,0.0616
2020-06-11 12:01:03.519865,1.367,0.0137,0.0,0.0,0.0,0.0,0.0,0.0,0.0098,0.0108,0.0,0.0137,0.0352,0.0528,0.0762,0.088,0.0655
2020-06-11 12:01:03.552865,1.4,0.0127,0.0,0.0,0.0,0.0,0.0,0.0,0.0088,0.0098,0.0,0.0147,0.0342,0.0538,0.0782,0.0909,0.0674
2020-06-11 12:01:03.586865,1.434,0.0127,0.0,0.0,0.0,0.0,0.0,0.0,0.0088,0.0098,0.0,0.0137,0.0342,0.0508,0.0733,0.0841,0.0596
2020-06-11 12:01:03.619865,1.467,0.0117,0.0,0.0,0.0,0.0,0.0,0.0,0.0108,0.0088,0.0,0.0147,0.0342,0.0508,0.0733,0.0841,0.0616
2020-06-11 12:01:03.652865,1.5,0.0127,0.0,0.0,0.0,0.0,0.0,0.0,0.0098,0.0098,0.0,0.0156,0.0352,0.0528,0.0762,0.088,0.0655
2020-06-11 12:01:03.686865,1.534,0.0117,0.0,0.0,0.0,0.0,0.0,0.0,0.0108,0.0108,0.0,0.0137,0.0352,0.0538,0.0782,0.0909,0.0674
2020-06-11 12:01:03.719865,1.567,0.0117,0.0,0.0,0.0,0.0,0.0,0.0,0.0098,0.0098,0.0,0.0147,0.0342,0.0508,0.0733,0.0841,0.0596
2020-06-11 12:01:03.752865,1.6,0.0127,0.0,0.0,0.0,0.0,0.0,0.0,0.0098,0.0098,0.0,0.0137,0.0352,0.0508,0.0733,0.0841,0.0616
2020-06-11 12:01:03.786865,1.634,0.0117,0.0,0.0,0.0,0.0,0.0,0.0,0.0108,0.0108,0.0,0.0147,0.0342,0.0528,0.0762,0.089,0.0655
