timestamp,interval(s),volt_0,volt_1,volt_2,volt_3
2020-04-27 17:19:10.378229,0.0,-1,-1,-1,-1
2020-04-27 17:19:10.487429,0.1092,-1,-1,-1,-1
2020-04-27 17:19:10.581029,0.2028,0.2121,0.0,-1,-1
2020-04-27 17:19:10.690229,0.312,0.1828,0.0,0.0,0.129
2020-04-27 17:19:10.783829,0.4056,0.1828,0.0,0.0,0.129
2020-04-27 17:19:10.893029,0.5148,0.1476,0.0,0.0,0.0323
2020-04-27 17:19:10.986629,0.6084,0.1369,0.0,0.0,0.0205
2020-04-27 17:19:11.080229,0.702,0.1281,0.0,0.0,0.0147
2020-04-27 17:19:11.189429,0.8112,0.1281,0.0,0.0,0.0137
2020-04-27 17:19:11.283029,0.9048,0.1281,0.0,0.0,0.0137
2020-04-27 17:19:11.392229,1.014,0.1554,0.0,0.0,0.0127
2020-04-27 17:19:11.485829,1.1076,0.1554,0.0,0.0,0.0127
2020-04-27 17:19:11.579429,1.2012,0.1554,0.0,0.0,0.0137
2020-04-27 17:19:11.688629,1.3104,0.5679,0.0,0.0,0.0137
2020-04-27 17:19:11.782229,1.404,0.5679,0.0,0.0,0.0147
2020-04-27 17:19:11.891429,1.5132,0.6149,0.0,0.0,0.0147
2020-04-27 17:19:11.985029,1.6068,0.6149,0.0,0.0,0.0137
2020-04-27 17:19:12.078629,1.7004,0.6676,0.0,0.0,0.0137
2020-04-27 17:19:12.187829,1.8096,0.6676,0.0,0.0,0.0137
2020-04-27 17:19:12.281429,1.9032,0.6735,0.0,0.0,0.0137
2020-04-27 17:19:12.390629,2.0124,0.6618,0.0,0.0,0.0137
2020-04-27 17:19:12.484229,2.106,0.6618,0.0,0.0,0.0127
2020-04-27 17:19:12.593429,2.2152,0.6794,0.0,0.0,0.0127
2020-04-27 17:19:12.687029,2.3088,0.6745,0.0,0.0,0.0137
2020-04-27 17:19:12.780629,2.4024,0.6784,0.0,0.0,0.0137
2020-04-27 17:19:12.889829,2.5116,0.6784,0.0,0.0,0.0137
2020-04-27 17:19:12.983429,2.6052,0.6784,0.0,0.0,0.0137
2020-04-27 17:19:13.092629,2.7144,0.6716,0.0,0.0,0.0137
2020-04-27 17:19:13.186229,2.808,0.6373,0.0,0.0,0.0127
2020-04-27 17:19:13.279829,2.9016,0.6373,0.0,0.0,0.0127
2020-04-27 17:19:13.389029,3.0108,0.6403,0.0,0.0,0.0127
2020-04-27 17:19:13.482629,3.1044,0.6452,0.0,0.0,0.0137
2020-04-27 17:19:13.591829,3.2136,0.6452,0.0,0.0,0.0137
2020-04-27 17:19:13.685429,3.3072,0.6139,0.0,0.0,0.0137
2020-04-27 17:19:13.779029,3.4008,0.6139,0.0,0.0,0.0137
2020-04-27 17:19:13.888229,3.51,0.5709,0.0,0.0,0.0137
2020-04-27 17:19:13.981829,3.6036,0.5181,0.0,0.0,0.0137
2020-04-27 17:19:14.091029,3.7128,0.5181,0.0,0.0,0.0137
2020-04-27 17:19:14.184629,3.8064,0.4037,0.0,0.0,0.0137
