timestamp,interval(s),volt_0,volt_1,volt_2,volt_3,volt_4,volt_5
2020-05-22 17:34:29.640377,0.0624,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-22 17:34:29.687177,0.1092,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-22 17:34:29.733977,0.156,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-22 17:34:29.780777,0.2028,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-22 17:34:29.843177,0.2652,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-22 17:34:29.889977,0.312,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-22 17:34:29.936777,0.3588,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-22 17:34:29.983577,0.4056,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-22 17:34:30.030377,0.4524,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-22 17:34:30.092777,0.5148,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-22 17:34:30.139577,0.5616,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-22 17:34:30.186377,0.6084,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-22 17:34:30.233177,0.6552,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-22 17:34:30.279977,0.702,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-22 17:34:30.342377,0.7644,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-22 17:34:30.389177,0.8112,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-22 17:34:30.435977,0.858,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-22 17:34:30.482777,0.9048,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-22 17:34:30.529577,0.9516,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-22 17:34:30.591977,1.014,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-22 17:34:30.638777,1.0608,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-22 17:34:30.685577,1.1076,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-22 17:34:30.732377,1.1544,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-22 17:34:30.779177,1.2012,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-22 17:34:30.841577,1.2636,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-22 17:34:30.888377,1.3104,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-22 17:34:30.935177,1.3572,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-22 17:34:30.981977,1.404,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-22 17:34:31.028777,1.4508,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-22 17:34:31.091177,1.5132,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-22 17:34:31.137977,1.56,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-22 17:34:31.184777,1.6068,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-22 17:34:31.231577,1.6536,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-22 17:34:31.293977,1.716,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-22 17:34:31.340777,1.7628,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-22 17:34:31.387577,1.8096,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-22 17:34:31.434377,1.8564,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-22 17:34:31.481177,1.9032,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-22 17:34:31.543577,1.9656,0.0,0.0,0.0577,0.0,0.0,0.0
2020-05-22 17:34:31.590377,2.0124,0.0,0.0,0.1408,0.0,0.0,0.0
2020-05-22 17:34:31.637177,2.0592,0.0,0.0,0.085,0.0,0.0,0.0
2020-05-22 17:34:31.683977,2.106,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-22 17:34:31.730777,2.1528,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-22 17:34:31.793177,2.2152,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-22 17:34:31.839977,2.262,0.0,0.0,0.391,0.0,0.0,0.0
2020-05-22 17:34:31.886777,2.3088,0.0,0.0,0.435,0.0,0.0,0.0
2020-05-22 17:34:31.933577,2.3556,0.0,0.0,0.3109,0.0,0.0,0.0
2020-05-22 17:34:31.980377,2.4024,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-22 17:34:32.042777,2.4648,0.0,0.0,0.3353,0.0,0.0,0.0
2020-05-22 17:34:32.089577,2.5116,0.0,0.0,0.4526,0.0,0.0,0.0
2020-05-22 17:34:32.136377,2.5584,0.0,0.0,0.0293,0.0,0.0,0.0
2020-05-22 17:34:32.183177,2.6052,0.0,0.0,0.0166,0.0,0.0,0.0
2020-05-22 17:34:32.229977,2.652,0.0,0.0,0.3988,0.0,0.0,0.0
2020-05-22 17:34:32.292377,2.7144,0.0,0.0,0.5005,0.0,0.0,0.0
