timestamp,interval(s),volt_0,volt_1
2020-06-29 13:49:08.068255,0.0,-1,-1
2020-06-29 13:49:08.177455,0.1092,0.0147,0.0
2020-06-29 13:49:08.271055,0.2028,0.0147,0.0
2020-06-29 13:49:08.380255,0.312,0.0147,0.0
2020-06-29 13:49:08.473855,0.4056,0.0147,0.0
2020-06-29 13:49:08.583055,0.5148,0.0137,0.0
2020-06-29 13:49:08.676655,0.6084,0.0147,0.0
2020-06-29 13:49:08.770255,0.702,0.0137,0.0
2020-06-29 13:49:08.879455,0.8112,0.0147,0.0
2020-06-29 13:49:08.973055,0.9048,0.0147,0.0
2020-06-29 13:49:09.082255,1.014,0.0147,0.0
2020-06-29 13:49:09.175855,1.1076,0.0137,0.0
2020-06-29 13:49:09.269455,1.2012,0.0147,0.0
2020-06-29 13:49:09.378655,1.3104,0.0147,0.0
2020-06-29 13:49:09.472255,1.404,0.0147,0.0
2020-06-29 13:49:09.581455,1.5132,0.0147,0.0
2020-06-29 13:49:09.675055,1.6068,0.0147,0.0
2020-06-29 13:49:09.784255,1.716,0.0147,0.0
2020-06-29 13:49:09.877855,1.8096,0.0147,0.0
2020-06-29 13:49:09.971455,1.9032,0.0147,0.0
2020-06-29 13:49:10.080655,2.0124,0.0147,0.0
2020-06-29 13:49:10.174255,2.106,0.0147,0.0
2020-06-29 13:49:10.299055,2.2308,0.0147,0.0
2020-06-29 13:49:10.377055,2.3088,0.0137,0.0
2020-06-29 13:49:10.470655,2.4024,0.0147,0.0
2020-06-29 13:49:10.579855,2.5116,0.0147,0.0
2020-06-29 13:49:10.673455,2.6052,0.0147,0.0
2020-06-29 13:49:10.782655,2.7144,0.0147,0.0
2020-06-29 13:49:10.876255,2.808,0.0147,0.0
2020-06-29 13:49:10.969855,2.9016,0.0137,0.0
2020-06-29 13:49:11.079055,3.0108,0.0147,0.0
2020-06-29 13:49:11.172655,3.1044,0.0137,0.0
2020-06-29 13:49:11.281855,3.2136,0.0137,0.0
2020-06-29 13:49:11.375455,3.3072,0.0147,0.0
2020-06-29 13:49:11.469055,3.4008,0.0147,0.0
2020-06-29 13:49:11.578255,3.51,0.0147,0.0
2020-06-29 13:49:11.671855,3.6036,0.0147,0.0
2020-06-29 13:49:11.781055,3.7128,0.0137,0.0
2020-06-29 13:49:11.874655,3.8064,0.0147,0.0
2020-06-29 13:49:11.983855,3.9156,0.0147,0.0
2020-06-29 13:49:12.077455,4.0092,0.0147,0.0
2020-06-29 13:49:12.171055,4.1028,0.0147,0.0
2020-06-29 13:49:12.280255,4.212,0.0147,0.0
2020-06-29 13:49:12.373855,4.3056,0.0147,0.0
2020-06-29 13:49:12.483055,4.4148,0.0147,0.0
2020-06-29 13:49:12.576655,4.5084,0.0147,0.0
2020-06-29 13:49:12.670255,4.602,0.0147,0.0
2020-06-29 13:49:12.779455,4.7112,0.0147,0.0
2020-06-29 13:49:12.873055,4.8048,0.0147,0.0
2020-06-29 13:49:12.982255,4.914,0.0147,0.0
2020-06-29 13:49:13.075855,5.0076,0.0147,0.0
2020-06-29 13:49:13.169455,5.1012,0.0147,0.0
2020-06-29 13:49:13.278655,5.2104,0.0147,0.0
2020-06-29 13:49:13.372255,5.304,0.0147,0.0
2020-06-29 13:49:13.481455,5.4132,0.0147,0.0
2020-06-29 13:49:13.575055,5.5068,0.0147,0.0
2020-06-29 13:49:13.684255,5.616,0.0147,0.0
2020-06-29 13:49:13.777855,5.7096,0.0147,0.0
2020-06-29 13:49:13.871455,5.8032,0.0147,0.0
2020-06-29 13:49:13.980655,5.9124,0.0147,0.0
2020-06-29 13:49:14.074255,6.006,0.0147,0.0
2020-06-29 13:49:14.183455,6.1152,0.0147,0.0
2020-06-29 13:49:14.277055,6.2088,0.0147,0.0
2020-06-29 13:49:14.370655,6.3024,0.0147,0.0
2020-06-29 13:49:14.479855,6.4116,0.0147,0.0
2020-06-29 13:49:14.573455,6.5052,0.0147,0.0
2020-06-29 13:49:14.682655,6.6144,0.0147,0.0
2020-06-29 13:49:14.776255,6.708,0.0147,0.0
