timestamp,interval(s),volt_0,volt_1,volt_2,volt_3,volt_4,volt_5,volt_6,volt_7,volt_8,volt_9,volt_10,volt_11,volt_12,volt_13,volt_14,volt_15
2020-06-08 15:04:09.108865,0.02,0.0156,0.0,0.0,0.0,0.0,0.0,0.0,0.0029,0.0108,0.0,0.0166,0.0332,0.0968,0.2326,0.2424,0.1848
2020-06-08 15:04:09.149865,0.061,0.0166,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0059,0.0,0.0176,0.0342,0.0596,0.0938,0.1183,0.086
2020-06-08 15:04:09.153865,0.065,0.0166,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0059,0.0,0.0176,0.0342,0.0596,0.0938,0.1183,0.086
2020-06-08 15:04:09.168865,0.08,0.0156,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0049,0.0,0.0176,0.0352,0.0557,0.085,0.1046,0.0753
2020-06-08 15:04:09.189865,0.101,0.0166,0.0,0.0,0.0,0.0,0.0,0.0,0.0029,0.0049,0.0,0.0176,0.0342,0.0577,0.085,0.1026,0.0743
2020-06-08 15:04:09.209865,0.121,0.0166,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0039,0.0,0.0176,0.0342,0.0577,0.0841,0.0997,0.0723
2020-06-08 15:04:09.228865,0.14,0.0166,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0049,0.0,0.0176,0.0342,0.0577,0.0841,0.0997,0.0723
2020-06-08 15:04:09.248865,0.16,0.0156,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0039,0.0,0.0166,0.0342,0.0567,0.0821,0.0958,0.0674
2020-06-08 15:04:09.268865,0.18,0.0166,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0029,0.0,0.0176,0.0342,0.0538,0.0792,0.0919,0.0626
2020-06-08 15:04:09.288865,0.2,0.0156,0.0,0.0,0.0,0.0,0.0,0.0,0.0039,0.0029,0.0,0.0176,0.0342,0.0538,0.0772,0.0899,0.0626
2020-06-08 15:04:09.308865,0.22,0.0147,0.0,0.0,0.0,0.0,0.0,0.0,0.0029,0.0029,0.0,0.0166,0.0352,0.0528,0.0772,0.089,0.0626
2020-06-08 15:04:09.328865,0.24,0.0166,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0029,0.0,0.0176,0.0332,0.0547,0.0802,0.0929,0.0665
2020-06-08 15:04:09.348865,0.26,0.0147,0.0,0.0,0.0,0.0,0.0,0.0,0.0029,0.0039,0.0,0.0176,0.0332,0.0557,0.0811,0.0938,0.0674
2020-06-08 15:04:09.368865,0.28,0.0147,0.0,0.0,0.0,0.0,0.0,0.0,0.0029,0.0029,0.0,0.0166,0.0352,0.0557,0.0811,0.0948,0.0684
2020-06-08 15:04:09.388865,0.3,0.0156,0.0,0.0,0.0,0.0,0.0,0.0,0.0029,0.0039,0.0,0.0156,0.0342,0.0557,0.0802,0.0938,0.0665
2020-06-08 15:04:09.408865,0.32,0.0156,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0029,0.0,0.0176,0.0332,0.0538,0.0772,0.089,0.0616
2020-06-08 15:04:09.428865,0.34,0.0166,0.0,0.0,0.0,0.0,0.0,0.0,0.0039,0.0029,0.0,0.0166,0.0342,0.0528,0.0762,0.087,0.0606
2020-06-08 15:04:09.448865,0.36,0.0156,0.0,0.0,0.0,0.0,0.0,0.0,0.0029,0.0029,0.0,0.0176,0.0342,0.0518,0.0753,0.087,0.0606
2020-06-08 15:04:09.469865,0.381,0.0166,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0029,0.0,0.0176,0.0342,0.0547,0.0792,0.0909,0.0655
