timestamp,interval(s),volt_0,volt_1,volt_2,volt_3,volt_4,volt_5
2020-05-20 16:09:59.995554,0.0624,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-20 16:10:00.042354,0.1092,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-20 16:10:00.089154,0.156,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-20 16:10:00.135954,0.2028,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-20 16:10:00.198354,0.2652,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-20 16:10:00.245154,0.312,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-20 16:10:00.291954,0.3588,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-20 16:10:00.338754,0.4056,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-20 16:10:00.385554,0.4524,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-20 16:10:00.447954,0.5148,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-20 16:10:00.494754,0.5616,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-20 16:10:00.541554,0.6084,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-20 16:10:00.588354,0.6552,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-20 16:10:00.635154,0.702,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-20 16:10:00.697554,0.7644,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-20 16:10:00.744354,0.8112,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-20 16:10:00.791154,0.858,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-20 16:10:00.837954,0.9048,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-20 16:10:00.884754,0.9516,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-20 16:10:00.947154,1.014,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-20 16:10:00.993954,1.0608,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-20 16:10:01.040754,1.1076,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-20 16:10:01.087554,1.1544,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-20 16:10:01.134354,1.2012,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-20 16:10:01.196754,1.2636,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-20 16:10:01.243554,1.3104,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-20 16:10:01.290354,1.3572,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-20 16:10:01.337154,1.404,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-20 16:10:01.399554,1.4664,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-20 16:10:01.446354,1.5132,0.0,0.0,0.0,0.0,0.0,0.0
